entity,code,year,wheat_yield_gap,corn_yield_gap,rice_yield_gap,share_below_3_daily,kilo_cals_consumed_daily,trade_of_gdp,allocations,binary,wheat_yield_gap_lag1,wheat_yield_gap_lag2,wheat_yield_gap_lag3,corn_yield_gap_lag1,corn_yield_gap_lag2,corn_yield_gap_lag3,rice_yield_gap_lag1,rice_yield_gap_lag2,rice_yield_gap_lag3,share_below_3_daily_lag1,share_below_3_daily_lag2,share_below_3_daily_lag3,kilo_cals_consumed_daily_lag1,kilo_cals_consumed_daily_lag2,kilo_cals_consumed_daily_lag3,trade_of_gdp_lag1,trade_of_gdp_lag2,trade_of_gdp_lag3,famine_risk_score,predicted_famine
Iran,IRN,2006,2.3983002,2.6078992,3.8273997,4.4596844,2901.254,53.16736,,0,2.4715002,2.5954,2.9272,2.8080993,3.9899993,3.4361997,3.6127,3.4646997,3.9602995,4.463859,15.158001,15.761,3002.2537,3061.2324,2974.3928,54.440495,29.22822,41.609135,0.7610827555012878,1
Paraguay,PRY,2001,2.8165998,2.6992002,2.9902997,13.470457,2779.0867,72.6057,,0,3.6916,2.8638,3.4406,2.7383,2.2817001,2.5640001,2.3573995,3.2711995,2.8557,15.035844,14.908438,18.304663,2764.9841,2724.971,2660.087,77.555275,95.93427,118.06407,0.7600895353009555,1
Thailand,THA,2006,3.1278,0.0,1.5696998,2.219008,2767.2837,134.08694,,0,3.1634002,3.2135,3.2231,0.0,0.055499792,0.098499775,1.6304998,1.5861998,1.9071999,3.0930886,4.658517,8.432363,2636.2144,2610.83,2576.5244,127.41187,114.96974,121.29796,0.7559895321894889,1
Hungary,HUN,1999,2.2151997,3.2469997,6.0541997,0.72087806,3008.7434,113.86953,,0,1.2066998,2.7450998,0.6199999,5.8099995,6.16,2.9499993,6.2391996,6.7180996,7.0003996,1.9131687,0.0,2.240082,3032.1643,3107.138,3202.4756,56.305996,53.413536,58.205265,0.7553361240536717,1
Honduras,HND,2011,3.0979002,2.7007,0.48390007,20.084045,2624.5532,122.2169,,0,3.0892,3.065,3.0962,2.7096,2.6097,2.6715002,0.5312996,1.3224001,1.0689001,19.558434,18.062023,20.879866,2600.3596,2367.8079,2378.6523,109.44184,96.90501,135.74896,0.7449214486610436,1
Thailand,THA,2000,3.2231,0.098499775,1.9071999,8.432363,2576.5244,121.29796,,0,3.2269,3.2305999,3.2745001,0.2173996,0.42519975,0.32219982,2.0956,2.1019998,2.1102,8.32063,5.7169533,6.424815,2530.242,2573.8137,2542.7144,100.70629,100.24047,84.27415,0.7443773503320312,1
Colombia,COL,2022,3.0086997,0.68720007,1.1992993,9.266202,3120.596,48.282654,2044858.0,1,3.1511998,3.3467999,3.7505999,0.85179996,0.80340004,1.0981998,1.3494997,1.1980996,1.3642993,11.228374,13.485977,8.789067,3110.115,3104.4768,3063.3657,40.059147,34.055573,37.558533,0.7389834291278823,1
Peru,PER,2003,4.4421,4.8617997,0.5657997,22.456728,2236.0845,37.62461,,0,4.4744,4.5735,4.5403004,4.9691997,5.0513,5.2281,0.6723995,0.66589975,0.76989985,24.392582,27.397076,25.541615,2289.194,2270.9688,2312.7769,35.24918,35.0644,35.538033,0.7388186898898919,1
Kenya,KEN,2020,1.3993998,2.4258997,0.12269974,44.427715,2252.2285,30.39914,1139999.0,1,2.4759,2.1469,2.8467999,2.3769999,2.5594997,2.7286997,2.5633998,2.5878997,2.5475998,37.65191,44.55765,32.578094,2236.1565,2160.367,2077.4514,40.327385,64.47887,54.057117,0.7385669067013482,1
Pakistan,PAK,2010,2.2072,0.35479975,2.5712,26.655596,2316.6196,31.989002,,0,2.0444,2.1742,2.3867002,0.73349977,1.1756997,1.3111997,2.3123999,2.4558,2.6386,34.867947,40.80809,40.866104,2150.2456,2123.9485,2119.574,30.787882,29.878494,24.808334,0.7375046018552588,1
Ecuador,ECU,2021,3.6949,0.5586996,2.3430998,5.2759323,2578.4722,53.261276,,0,3.3131998,3.8554,3.7858,1.3766997,0.6164994,1.5754995,2.4626997,2.4604998,2.2583995,8.438639,4.647917,4.6928425,2545.8577,2508.7085,2541.5408,43.98931,48.082848,48.009346,0.7353979538417277,1
Kenya,KEN,2022,1.3761001,2.7416997,2.1747994,46.879227,2090.8738,40.275322,4250001.0,1,1.6645,1.3993998,2.4759,2.6761997,2.4258997,2.3769999,0.71259975,0.12269974,2.5633998,46.44985,44.427715,37.65191,2162.7363,2252.2285,2236.1565,35.00205,30.39914,40.327385,0.734239047917937,1
Uganda,UGA,2009,2.4033003,2.0104,4.1574,63.549877,2292.559,47.063877,,0,2.4033003,2.3200002,2.2367,2.9241002,2.7097,2.7781,5.05,5.05,5.1529,72.403595,78.57561,80.60729,2390.387,2367.4263,2273.2449,38.994286,36.277794,36.02471,0.7295647117489371,1
Colombia,COL,2016,4.2359,1.7663,1.4976997,7.9806275,3090.7598,36.202652,,0,3.9761,4.3514996,4.1362,1.1686001,1.2749,2.0154,1.6999998,1.8119998,1.9851997,8.078434,8.991007,9.939407,3075.3164,3009.3745,2974.2944,38.360764,37.487465,37.98665,0.7231256767231096,1
Kyrgyzstan,KGZ,2022,0.96769977,3.3070002,5.5673,4.5493064,2632.252,133.78671,353000.0,1,2.0569,0.9634998,1.0006998,3.6195002,3.341,3.4404001,5.6342998,5.6411996,5.7236,5.6484838,9.384729,4.9197154,2595.6458,2635.0657,2690.3562,100.261375,78.99228,94.43028,0.7173835106455976,1
Venezuela,VEN,2003,1.6395998,0.44739985,0.0291996,27.116314,2406.0732,50.577007,,0,1.6199996,1.8762999,2.6162999,0.76919985,0.43139982,0.7476001,0.0,0.034499645,0.13549948,22.137087,14.738451,16.7047,2209.134,2497.9583,2329.172,48.57571,42.14127,42.070232,0.7108907789924573,1
Rwanda,RWA,2013,3.2485,4.6955,2.1037998,65.241,2147.5796,42.693493,,0,3.2308002,3.2617002,3.5284,4.6384,6.0910997,6.2782,2.2567,2.9727,4.7082,70.16232,74.160614,82.31383,2119.766,2121.2441,1898.1609,37.278877,34.216537,27.484863,0.7061475752984127,1
Brazil,BRA,1990,2.846,3.1864998,4.0697,30.337528,2728.2024,15.155599,,0,2.3075,2.3472,2.2346,3.0017998,3.1825,3.0756998,3.8506997,3.9693997,4.2124996,25.65102,28.141426,25.50492,2746.7576,2699.7114,2703.645,14.390878,17.767244,16.262398,0.7019951210359711,1
Thailand,THA,2010,3.0414,0.0,1.5278997,0.7086167,2742.8875,127.25053,,0,3.0717,3.0952,3.1117,0.0,0.0,0.0,1.6120999,1.5225999,1.4758997,0.7856127,0.9915566,1.2836678,2659.989,2698.4988,2723.733,119.26942,140.43701,129.87323,0.6973873744962003,1
Thailand,THA,2022,2.8808002,0.0,1.5205,0.020269364,2876.504,132.85872,,0,2.8822,2.8915,2.8989,0.0,0.0,0.0,1.5661998,1.6202998,1.6036,0.028600827,0.06304341,0.13463362,2858.2908,2850.377,2800.5254,117.252945,97.80074,109.689514,0.6828850717899861,1
Ecuador,ECU,2011,4.5751,3.5327997,2.2963996,6.4440784,2601.4905,70.03568,,0,4.6088,4.6383,4.7534,2.9651997,2.9996996,2.9557998,2.4071996,1.8895998,1.8260999,7.774476,9.332509,9.786151,2595.9446,2279.194,2287.0398,65.77738,57.347347,74.590294,0.6790118761448957,1
Colombia,COL,2017,3.7358997,1.3395,1.7491999,7.30628,3052.0144,35.282913,,0,4.2359,3.9761,4.3514996,1.7663,1.1686001,1.2749,1.4976997,1.6999998,1.8119998,7.9806275,8.078434,8.991007,3090.7598,3075.3164,3009.3745,36.202652,38.360764,37.487465,0.6706118093547104,1
Colombia,COL,2005,3.4928997,2.0863001,0.9912,16.800352,2801.4417,37.4227,,0,3.9420998,3.8803997,4.0947,2.2043002,2.1882,2.5627,1.0261998,0.9763994,1.0298996,19.20861,19.76305,21.234781,2843.8552,2861.8765,2843.492,35.863426,36.516182,32.98264,0.6675075591171797,1
Russia,RUS,1998,2.4706,7.7648997,6.3271,3.9994066,2864.5603,55.772255,,0,1.9882998,2.2851,2.0644999,6.223399,7.0250998,6.2577996,7.0232997,6.8800993,6.7218,2.7285583,7.126,6.221,2860.3699,2792.4658,2986.196,47.25692,47.9225,68.69844,0.6566353409522744,1
Colombia,COL,2021,3.1511998,0.85179996,1.3494997,11.228374,3110.115,40.059147,935492.0,1,3.3467999,3.7505999,3.9413,0.80340004,1.0981998,1.3411,1.1980996,1.3642993,1.4377995,13.485977,8.789067,7.37823,3104.4768,3063.3657,3087.4905,34.055573,37.558533,36.53475,0.6550340468870645,1
Zambia,ZMB,2015,0.0,2.1889997,5.9552,67.89284,2105.6296,79.86527,,0,0.0,0.0,0.0,2.6328995,2.9186997,3.2960997,5.7022,6.4074,5.6051,71.367195,71.96303,68.93102,1925.5963,1785.334,1839.141,65.0147,57.85682,70.81307,0.6440792759865765,1
Kyrgyzstan,KGZ,2005,1.2689998,4.0752,6.4182997,36.573135,2645.7747,95.08401,,0,1.0755999,1.1450999,1.2082999,3.9462004,4.0502005,4.3597,6.3647995,6.3631,6.2409997,32.539616,56.637722,58.1177,2642.113,2547.4978,2433.904,93.815735,83.932785,82.92073,0.6386358920292753,1
Colombia,COL,2010,4.0603,2.1173,1.7076998,13.110653,2801.4343,34.264603,,0,4.1354,4.0148997,3.4928997,2.1555,2.0688,2.0863001,1.1343994,0.94129944,0.9912,15.020092,16.56455,16.800352,2801.676,2896.4336,2801.4417,35.156128,39.16765,37.4227,0.638276229626372,1
Colombia,COL,2013,4.1362,2.0154,1.9851997,9.939407,2974.2944,37.98665,,0,4.3104,4.2335997,4.0603,1.9348001,1.9808998,2.1173,1.7896996,1.8711,1.7076998,10.886019,11.237753,13.110653,2897.5862,2803.96,2801.4343,38.83515,39.470425,34.264603,0.6358790283471873,1
Italy,ITA,1995,2.3487,0.83049965,3.7193995,0.74394846,3481.3345,45.579502,,0,1.9967,2.0406,3.0316002,1.1387997,2.5376,1.8920999,3.6082993,3.2125998,3.1938992,1.4406859,0.228989,0.0,3458.7996,3633.9133,3545.4692,37.6724,33.800533,36.967567,0.6331880673466006,1
Peru,PER,2001,4.5735,5.0513,0.66589975,27.397076,2270.9688,35.0644,,0,4.5403004,4.5323,4.6552,5.2281,5.3346996,5.5278997,0.76989985,1.1086001,1.6041999,25.541615,26.29624,25.714159,2312.7769,2223.0464,2211.4065,35.538033,33.205776,32.953022,0.6298335539971536,1
Greece,GRC,2021,2.3097,0.0,2.3281994,0.70142734,3350.118,88.012665,,0,2.0526998,2.3361,2.4773998,0.0,0.0,0.0,1.3962989,1.9610996,2.0225992,1.0963272,0.97269577,0.15987666,3311.6948,3374.6934,3362.5237,70.29375,80.590096,79.23799,0.6278520958218029,1
Bolivia,BOL,2012,3.3913999,2.7783,2.5463,7.876712,2277.3906,84.94876,,0,3.3369,3.0238,3.0169,3.1534,2.8115,3.318,3.1590998,3.3598998,3.3862998,6.9346743,10.036579,10.567209,2266.2852,2128.0427,2142.3274,82.48039,68.627075,82.86702,0.6237548056373383,1
Greece,GRC,2022,2.2129,0.0,1.8981996,0.6239609,3389.062,108.12184,,0,2.3097,2.0526998,2.3361,0.0,0.0,0.0,2.3281994,1.3962989,1.9610996,0.70142734,1.0963272,0.97269577,3350.118,3311.6948,3374.6934,88.012665,70.29375,80.590096,0.6199453821073314,1
Paraguay,PRY,2009,2.55,2.63,2.6699996,9.129017,2829.2239,70.84198,,0,2.5514,2.15,2.9514,2.1496003,2.26,2.3471003,2.6979995,3.8747997,3.9699996,7.9131575,12.561173,14.076844,2816.0762,2833.6768,2863.742,80.77757,79.00114,84.73353,0.6184767561032417,1
Greece,GRC,2004,2.6543,0.0,2.2561994,0.9122613,3748.7698,49.825317,,0,3.1224,2.7868001,2.4634,0.0,0.0,0.109199524,2.392799,1.9916997,2.3501997,0.55922097,0.24176355,0.23625581,3688.964,3684.3486,3670.2683,47.894314,50.053337,59.11266,0.6145351562676249,1
Chile,CHL,1998,1.1353998,1.1594,5.1310997,7.396567,2784.6907,53.836178,,0,2.1921997,2.0042999,2.1413,1.1147003,1.6219006,2.0716,4.2696,4.6566,4.8356,7.9555154,10.485112,11.06924,2765.411,2723.6665,2673.1707,53.92075,52.807686,55.541748,0.6136585908398648,1
Greece,GRC,2008,2.3531,0.0,1.9868994,0.36503983,3520.946,57.10528,,0,2.8947,2.8441,2.7242,0.0,0.0,0.0,1.7262993,1.6462989,1.9540992,0.6173905,0.65323144,0.44705588,3517.7585,3496.6714,3612.8474,54.52568,51.104748,50.355534,0.6095708340190692,1
Colombia,COL,2014,4.3514996,1.2749,1.8119998,8.991007,3009.3745,37.487465,,0,4.1362,4.3104,4.2335997,2.0154,1.9348001,1.9808998,1.9851997,1.7896996,1.8711,9.939407,10.886019,11.237753,2974.2944,2897.5862,2803.96,37.98665,38.83515,39.470425,0.5961380523238099,1
Italy,ITA,2005,1.9148002,0.43219948,2.9325995,0.7962184,3576.2834,49.122173,,0,1.8801999,2.8018,2.4253001,0.30249977,2.3188996,0.30819988,2.6082993,2.8270998,2.9699993,0.79068196,0.8816184,1.7487727,3631.626,3629.0461,3666.1238,47.26639,45.994087,47.87132,0.592400977041909,1
Bulgaria,BGR,2011,1.9203,4.5389996,4.3136997,3.4488254,2787.086,117.418106,,0,2.2215,2.6527,1.6726003,3.818799,5.3628993,5.9151998,4.5747995,4.1436996,4.4078994,2.6657894,1.7649869,1.9363105,2775.1985,2769.373,2770.338,103.38052,92.69264,124.68875,0.590812641982673,1
Venezuela,VEN,1998,2.9746997,1.1103001,0.35329914,14.864723,2342.1968,43.599392,,0,4.2223,4.2434998,4.2818,1.0699999,1.6240001,1.7950001,0.70379925,1.0499997,0.5192995,15.14426,6.884314,7.2639627,2422.8333,2511.2053,2287.9587,47.342342,53.47614,53.42732,0.588423060023009,1
Brazil,BRA,1984,2.8613,3.2989998,4.2630997,36.94343,2610.8042,23.830074,,0,2.8097,3.354,2.8491998,3.3104,3.3291998,3.2269998,4.4344997,4.3342,4.6014996,37.73033,30.966646,30.69484,2610.3245,2655.5325,2612.4866,21.900352,16.49117,19.632923,0.58624144994626,1
Brazil,BRA,1999,2.0300999,2.2834997,2.8791995,20.02006,2871.0835,20.982166,,0,2.3888998,2.3641,2.1665998,2.2635999,2.4371998,2.5838997,3.4301996,3.2189996,3.2921996,19.134346,20.380136,20.650272,2858.268,2858.5095,2843.2766,16.438585,16.57621,15.6355915,0.5717974690206703,1
Bolivia,BOL,2019,3.1107,3.5203001,2.3559997,3.138594,2441.057,45.820972,,0,2.7982998,3.4252,2.8765998,2.9018,3.3827,3.1329,2.3724997,2.7907999,3.0771,4.6958623,6.4122796,7.1725206,2413.3086,2380.289,2382.6685,46.926197,45.57611,56.401035,0.5692055906851611,1
Italy,ITA,1984,2.4780002,2.8540998,3.6474996,0.24595003,3400.9216,42.338085,,0,2.9345,2.8541002,2.8402,2.9759998,3.0491,2.5183997,3.6443996,3.5317993,3.9531999,0.21823193,0.23414682,0.19014198,3350.4724,3380.4868,3495.2139,40.09728,43.40824,45.177914,0.5669031736948399,1
Peru,PER,2011,4.3481,4.4533997,0.061999798,10.339926,2605.7793,55.98828,,0,4.3976,4.3885,4.4361,4.5401,4.611,4.6727,0.07499981,0.0,0.051099777,11.2005625,13.673301,15.808908,2592.4116,2565.2964,2516.82,51.67281,48.11193,58.43377,0.5624694168293927,1
Greece,GRC,2011,2.4296,0.0,1.251399,1.4706451,3499.157,56.292995,,0,2.5256002,2.3864,2.3531,0.0,0.0,0.0,2.4316998,1.6917992,1.9868994,1.0666922,0.6387006,0.36503983,3502.4998,3501.8235,3520.946,50.92252,46.37796,57.10528,0.5553232432128603,1
South Africa,ZAF,2014,0.28789973,2.3191,6.5635996,31.210604,2801.0645,59.499573,,0,1.3976998,1.1123998,1.5934999,2.9463997,3.0826998,3.9848995,6.6417994,6.6953993,6.7813993,29.539618,30.27811,42.112843,2834.5847,2875.5134,2877.139,50.406086,65.974525,47.42778,0.543827834031227,1
Thailand,THA,2018,2.8894,0.0,1.4819999,0.10643604,2777.0461,120.841866,,0,2.8481,2.8837,2.915,0.0,0.0,0.0,1.4509997,1.5459998,1.6693997,0.10010591,0.13783772,0.1318818,2751.8616,2763.1172,2775.5615,120.891426,120.575226,124.83966,0.5433019961755369,1
Honduras,HND,2018,3.1034002,2.5446,2.3088,19.84625,2633.022,103.55116,,0,3.1029,3.1016002,3.0992,2.5277,2.5029001,2.5777001,2.356,2.6791003,2.5263999,19.327454,19.84204,19.933634,2613.7964,2615.325,2578.4695,101.81311,99.81572,107.264404,0.5415359943558837,1
Niger,NER,2021,1.4656997,2.1472,1.3412995,60.48987,2583.4878,37.015892,,0,1.3684998,1.8167999,2.3529997,1.2268001,0.92980003,1.8495,2.5283,1.8720999,2.5914998,59.0125,60.30375,68.840935,2687.2798,2520.8218,2470.731,37.53885,45.7416,50.246395,0.5355086194811265,1
Honduras,HND,1992,3.0474,3.0658002,3.5669,36.488472,2281.181,84.75846,,0,3.0585,3.0631,3.0567002,3.0415,2.8411999,2.9073,3.6676002,3.7574,3.5058002,41.26935,51.673,49.484,2240.6497,2275.5063,2251.6487,89.59351,94.22249,79.59748,0.534600614180228,1
Bolivia,BOL,2018,2.7982998,2.9018,2.3724997,4.6958623,2413.3086,46.926197,,0,3.4252,2.8765998,2.5891998,3.3827,3.1329,3.2371001,2.7907999,3.0771,2.3901,6.4122796,7.1725206,6.209847,2380.289,2382.6685,2338.576,45.57611,56.401035,67.932846,0.5278943279836297,1
Thailand,THA,2017,2.8481,0.0,1.4509997,0.10010591,2751.8616,120.891426,,0,2.8837,2.915,2.8377,0.0,0.0,0.0,1.5459998,1.6693997,1.4613998,0.13783772,0.1318818,0.2288203,2763.1172,2775.5615,2760.611,120.575226,124.83966,130.9055,0.5277570820936739,1
Brazil,BRA,1985,2.386,3.1938,4.0519996,32.419662,2642.7236,20.449766,,0,2.8613,2.8097,3.354,3.2989998,3.3104,3.3291998,4.2630997,4.4344997,4.3342,36.94343,37.73033,30.966646,2610.8042,2610.3245,2655.5325,23.830074,21.900352,16.49117,0.5265372618944354,1
Uganda,UGA,2005,2.4033003,2.9241002,5.05,72.403595,2390.387,38.994286,,0,2.3200002,2.2367,2.27,2.7097,2.7781,3.2103002,5.05,5.1529,5.1362,78.57561,80.60729,78.5472,2367.4263,2273.2449,2147.7017,36.277794,36.02471,35.385487,0.5140617291064676,1
Paraguay,PRY,2016,2.45,0.0,0.3699994,4.169227,3069.4773,67.759315,,0,2.7514,3.15,2.05,0.0,1.0300002,1.0300002,0.26869965,0.2699995,0.6699996,4.2111597,4.26679,4.1128507,3096.1138,3136.7341,3122.524,66.91506,69.083725,73.36987,0.51053078503588,1
Greece,GRC,2006,2.8441,0.0,1.6462989,0.65323144,3496.6714,51.104748,,0,2.7242,2.6543,3.1224,0.0,0.0,0.0,1.9540992,2.2561994,2.392799,0.44705588,0.9122613,0.55922097,3612.8474,3748.7698,3688.964,50.355534,49.825317,47.894314,0.5065040730960992,1
Honduras,HND,1996,3.0396001,2.742,3.5832,38.15779,2335.5698,122.72511,,0,3.0453,3.0329,3.0579002,2.7204,2.9763002,2.9906,3.6497002,3.7694001,3.6064,34.42179,32.93872,31.294764,2327.5498,2303.3997,2284.6582,114.53765,114.43811,98.24847,0.49450329439682494,1
Bolivia,BOL,2021,2.6348,2.5793998,2.4819999,3.0546808,2387.648,47.667084,,0,2.7879999,3.1107,2.7982998,3.372,3.5203001,2.9018,2.7986,2.3559997,2.3724997,4.2469187,3.138594,4.6958623,2404.384,2441.057,2413.3086,37.516434,45.820972,46.926197,0.4867862267346589,1
Brazil,BRA,1993,2.5175,2.5278997,3.6587996,28.199799,2777.829,19.599321,,0,2.5705,2.846,2.3075,2.7771997,3.1864998,3.0017998,3.8150997,4.0697,3.8506997,29.404222,30.337528,25.65102,2776.8,2728.2024,2746.7576,19.253374,15.155599,14.390878,0.4835578294196125,1
Greece,GRC,2010,2.5256002,0.0,2.4316998,1.0666922,3502.4998,50.92252,,0,2.3864,2.3531,2.8947,0.0,0.0,0.0,1.6917992,1.9868994,1.7262993,0.6387006,0.36503983,0.6173905,3501.8235,3520.946,3517.7585,46.37796,57.10528,54.52568,0.4788864660018154,1
Tanzania,TZA,2018,3.4799001,3.0111,3.4339995,51.346867,2362.9849,32.64261,,0,3.5296001,3.4714003,4.1139,3.4597,3.3729,2.8486001,4.7313995,4.3351994,4.8595,51.53245,61.875175,86.93736,2295.371,2198.134,1991.0048,56.166122,48.058395,23.989115,0.47668761835471357,1
Honduras,HND,2017,3.1029,2.5277,2.356,19.327454,2613.7964,101.81311,,0,3.1016002,3.0992,3.0979002,2.5029001,2.5777001,2.5029001,2.6791003,2.5263999,2.8399,19.84204,19.933634,20.594995,2615.325,2578.4695,2559.68,99.81572,107.264404,112.9751,0.47534614441085793,1
Thailand,THA,1994,3.22,0.8355999,2.1678998,9.249987,2372.3345,81.248955,,0,3.2447,3.3093,3.3654,0.7990999,1.3609998,1.1523998,2.3455,2.5644,2.3734999,16.214731,21.051672,26.706999,2316.484,2253.4656,2159.0786,77.95464,75.782364,67.41347,0.4698426825358359,1
Italy,ITA,1998,1.9682,0.47829914,2.9826999,1.7424412,3650.5498,44.997875,,0,2.3487,1.9967,2.0406,0.83049965,1.1387997,2.5376,3.7193995,3.6082993,3.2125998,0.74394846,1.4406859,0.228989,3481.3345,3458.7996,3633.9133,45.579502,37.6724,33.800533,0.4689514683101667,1
Zambia,ZMB,2010,0.0,2.6328995,5.7022,71.367195,1925.5963,65.0147,,0,0.0,0.0,0.0,2.9186997,3.2960997,3.5490997,6.4074,5.6051,6.1238003,71.96303,68.93102,67.98157,1785.334,1839.141,1845.0139,57.85682,70.81307,64.9165,0.4674373226905935,1
Paraguay,PRY,2017,2.65,0.0,0.3699994,2.375072,3103.4253,71.08013,,0,2.45,2.7514,3.15,0.0,0.0,1.0300002,0.3699994,0.26869965,0.2699995,4.169227,4.2111597,4.26679,3069.4773,3096.1138,3136.7341,67.759315,66.91506,69.083725,0.46453145910759647,1
Brazil,BRA,1988,2.3472,3.1825,3.9693997,28.141426,2699.7114,17.767244,,0,2.2346,2.5534,2.386,3.0756998,3.4113998,3.1938,4.2124996,4.0889997,4.0519996,25.50492,16.679659,32.419662,2703.645,2697.322,2642.7236,16.262398,15.860654,20.449766,0.46379196858447536,1
Paraguay,PRY,2010,2.15,1.1148,1.6701999,9.382184,3080.4202,81.25752,,0,2.55,2.5514,2.15,2.63,2.1496003,2.26,2.6699996,2.6979995,3.8747997,9.129017,7.9131575,12.561173,2829.2239,2816.0762,2833.6768,70.84198,80.77757,79.00114,0.46198560684963685,1
Honduras,HND,2008,3.0962,2.6715002,1.0689001,20.879866,2378.6523,135.74896,,0,3.1005,3.1047,3.1088,2.6678,2.8206,2.8213,1.2117,1.3371,2.5183,22.01385,27.306683,31.339815,2353.636,2325.1926,2297.0952,135.07063,133.13184,136.48976,0.4577261137141753,1
Ecuador,ECU,2009,4.6383,2.9996996,1.8895998,9.332509,2279.194,57.347347,,0,4.7534,4.6814,4.7226,2.9557998,2.8894997,3.3223996,1.8260999,1.5344996,1.6913996,9.786151,10.939807,10.859648,2287.0398,2203.6123,2219.1672,74.590294,68.850586,65.842354,0.4537786645176394,1
Zambia,ZMB,2004,0.0,3.2960997,5.6051,68.93102,1839.141,70.81307,,0,0.0,0.0,0.0,3.5490997,3.9696999,3.1335998,6.1238003,6.6741,6.0353003,67.98157,56.623684,56.060184,1845.0139,1949.2516,2049.5737,64.9165,56.250305,63.821484,0.4527924545194992,1
Paraguay,PRY,2006,2.9514,2.3471003,3.9699996,14.076844,2863.742,84.73353,,0,2.4582,2.45,2.45,2.9550002,2.4845002,2.6451,3.9251995,2.9376993,3.3316996,10.052331,10.718931,13.827893,2812.1511,2859.8481,2914.373,85.021965,80.10445,81.127365,0.450103379170641,1
Kyrgyzstan,KGZ,2003,1.1450999,4.0502005,6.3631,56.637722,2547.4978,83.932785,,0,1.2082999,1.0216999,1.168,4.3597,4.044,4.3877,6.2409997,6.3841,6.3211994,58.1177,61.51019,66.172775,2433.904,2416.3274,2362.5522,82.92073,73.74691,89.43093,0.44957830802633314,1
Honduras,HND,2016,3.1016002,2.5029001,2.6791003,19.84204,2615.325,99.81572,,0,3.0992,3.0979002,3.0900002,2.5777001,2.5029001,2.7417002,2.5263999,2.8399,2.4989,19.933634,20.594995,20.793457,2578.4695,2559.68,2610.738,107.264404,112.9751,116.306046,0.44611404921832926,1
Ukraine,UKR,2014,2.1381001,3.2410994,4.381799,0.026385983,3085.3872,100.69178,,0,2.7568998,3.3501,2.7967,2.9880996,4.605399,2.955399,3.3761997,3.1762,3.6300998,0.05296205,0.13678427,0.07094681,3111.2046,3121.913,3139.923,94.00167,102.62279,104.80508,0.4374843095690402,1
Honduras,HND,2004,3.1127,2.9745002,2.1550002,33.293827,2297.5413,135.46176,,0,3.14,3.1096,3.1098,2.8028002,2.9945002,2.8608003,2.7221003,3.9027002,2.7611,34.000458,28.954807,26.542213,2310.7463,2316.0996,2309.411,122.248276,117.99745,115.94307,0.43472602332600474,1
Brazil,BRA,1992,2.5705,2.7771997,3.8150997,29.404222,2776.8,19.253374,,0,2.846,2.3075,2.3472,3.1864998,3.0017998,3.1825,4.0697,3.8506997,3.9693997,30.337528,25.65102,28.141426,2728.2024,2746.7576,2699.7114,15.155599,14.390878,17.767244,0.42943069957239777,1
Greece,GRC,2017,2.2016,0.0,1.0942993,1.0717372,3371.8284,70.8825,,0,2.2372,2.225,2.3834,0.0,0.0,0.0,0.7291994,0.28209877,0.89409924,1.3920056,1.9816222,1.96773,3344.9326,3402.749,3435.629,63.65755,65.271645,66.43353,0.42942742873633455,1
Bolivia,BOL,2001,3.3209999,3.4157,3.2846997,22.324232,2063.0713,45.22782,,0,3.4608,3.4422998,3.2459,3.5041,3.8679,4.124,3.6465998,4.1431,3.5344,28.253988,24.576733,18.604898,2049.1453,2003.8174,2007.4711,45.597775,44.168255,50.46966,0.4277492181668038,1
Brazil,BRA,1997,2.3641,2.4371998,3.2189996,20.380136,2858.5095,16.57621,,0,2.1665998,2.458,2.5175,2.5838997,2.4594998,2.5278997,3.2921996,3.3831997,3.6587996,20.650272,19.514116,28.199799,2843.2766,2814.711,2777.829,15.6355915,16.98446,19.599321,0.42622833810890226,1
Colombia,COL,2009,4.1354,2.1555,1.1343994,15.020092,2801.676,35.156128,,0,4.0148997,3.4928997,3.9420998,2.0688,2.0863001,2.2043002,0.94129944,0.9912,1.0261998,16.56455,16.800352,19.20861,2896.4336,2801.4417,2843.8552,39.16765,37.4227,35.863426,0.4210364460925649,1
Thailand,THA,2014,2.8377,0.0,1.4613998,0.2288203,2760.611,130.9055,,0,2.67,3.0504,3.0066,0.0,0.0,0.0,1.3736997,1.3334999,1.3332999,0.21261503,0.38783246,0.30310607,2722.8406,2752.7222,2730.8213,132.46228,137.67494,139.6754,0.40873626873857505,1
Thailand,THA,2004,3.1634002,0.0,1.6304998,3.0930886,2636.2144,127.41187,,0,3.2135,3.2231,3.2269,0.055499792,0.098499775,0.2173996,1.5861998,1.9071999,2.0956,4.658517,8.432363,8.32063,2610.83,2576.5244,2530.242,114.96974,121.29796,100.70629,0.4065874181192618,1
